OrderNo;FileName;ErrorsValue;ErrorProviderType;CorrectionBytesCount;DecoderType;ProvidedErrorsCount;ErrorsAfterDecoding;Time [ms];FileSize [pix]
143;rgbImage;1;PercentageOfErrors;24;Simple;268;242;59618;8100
24;rgbImage;16;GroupErrorsForEveryBlock;32;Simple;1744;568;61726;8100
144;rgbImage;1;PercentageOfErrors;32;Simple;279;233;55238;8100
25;rgbImage;16;GroupErrorsForEveryBlock;40;Simple;1808;587;62338;8100
145;rgbImage;1;PercentageOfErrors;40;Simple;289;235;59216;8100
26;rgbImage;20;GroupErrorsForEveryBlock;10;Simple;1980;720;64435;8100
146;rgbImage;2;PercentageOfErrors;10;Simple;506;462;62864;8100
27;rgbImage;20;GroupErrorsForEveryBlock;16;Simple;2040;723;64735;8100
147;rgbImage;2;PercentageOfErrors;16;Simple;522;471;62737;8100
28;rgbImage;20;GroupErrorsForEveryBlock;24;Simple;2100;754;64775;8100
148;rgbImage;2;PercentageOfErrors;24;Simple;537;477;62561;8100
29;rgbImage;20;GroupErrorsForEveryBlock;32;Simple;2180;726;64855;8100
149;rgbImage;2;PercentageOfErrors;32;Simple;558;474;65120;8100
30;rgbImage;20;GroupErrorsForEveryBlock;40;Simple;2260;711;65750;8100
150;rgbImage;2;PercentageOfErrors;40;Simple;578;470;63127;8100
31;rgbImage;1;SingleErrorsForEveryBlock;10;Simple;99;95;67100;8100
151;rgbImage;5;PercentageOfErrors;10;Simple;1267;1118;66175;8100
32;rgbImage;1;SingleErrorsForEveryBlock;16;Simple;102;90;56196;8100
152;rgbImage;5;PercentageOfErrors;16;Simple;1305;1132;58892;8100
33;rgbImage;1;SingleErrorsForEveryBlock;24;Simple;105;89;52354;8100
153;rgbImage;5;PercentageOfErrors;24;Simple;1344;1148;57134;8100
34;rgbImage;1;SingleErrorsForEveryBlock;32;Simple;109;91;53817;8100
154;rgbImage;5;PercentageOfErrors;32;Simple;1395;1134;61555;8100
35;rgbImage;1;SingleErrorsForEveryBlock;40;Simple;113;91;55134;8100
155;rgbImage;5;PercentageOfErrors;40;Simple;1446;1120;62106;8100
36;rgbImage;2;SingleErrorsForEveryBlock;10;Simple;198;191;61524;8100
156;rgbImage;10;PercentageOfErrors;10;Simple;2534;2079;59511;8100
37;rgbImage;2;SingleErrorsForEveryBlock;16;Simple;204;183;59900;8100
157;rgbImage;10;PercentageOfErrors;16;Simple;2611;2101;57087;8100
38;rgbImage;2;SingleErrorsForEveryBlock;24;Simple;210;180;57120;8100
158;rgbImage;10;PercentageOfErrors;24;Simple;2688;2123;57454;8100
39;rgbImage;2;SingleErrorsForEveryBlock;32;Simple;218;185;56736;8100
159;rgbImage;10;PercentageOfErrors;32;Simple;2790;2028;56856;8100
40;rgbImage;2;SingleErrorsForEveryBlock;40;Simple;226;190;58613;8100
160;rgbImage;10;PercentageOfErrors;40;Simple;2892;2112;60088;8100
161;rgbImage;0,01;ErrorsWithProbability;10;Extended;272;45;629;8100
162;rgbImage;0,01;ErrorsWithProbability;16;Extended;275;1;530;8100
163;rgbImage;0,01;ErrorsWithProbability;24;Extended;273;1;588;8100
164;rgbImage;0,01;ErrorsWithProbability;32;Extended;260;2;650;8100
165;rgbImage;0,01;ErrorsWithProbability;40;Extended;306;2;767;8100
166;rgbImage;0,02;ErrorsWithProbability;10;Extended;515;285;564;8100
167;rgbImage;0,02;ErrorsWithProbability;16;Extended;485;53;575;8100
168;rgbImage;0,02;ErrorsWithProbability;24;Extended;513;0;604;8100
169;rgbImage;0,02;ErrorsWithProbability;32;Extended;581;4;647;8100
170;rgbImage;0,02;ErrorsWithProbability;40;Extended;598;2;667;8100
171;rgbImage;0,05;ErrorsWithProbability;10;Extended;1308;1175;604;8100
172;rgbImage;0,05;ErrorsWithProbability;16;Extended;1307;1086;566;8100
173;rgbImage;0,05;ErrorsWithProbability;24;Extended;1396;813;629;8100
174;rgbImage;0,05;ErrorsWithProbability;32;Extended;1426;307;660;8100
175;rgbImage;0,05;ErrorsWithProbability;40;Extended;1475;61;691;8100
176;rgbImage;0,1;ErrorsWithProbability;10;Extended;2533;2210;562;8100
177;rgbImage;0,1;ErrorsWithProbability;16;Extended;2603;2162;607;8100
178;rgbImage;0,1;ErrorsWithProbability;24;Extended;2699;2211;608;8100
179;rgbImage;0,1;ErrorsWithProbability;32;Extended;2875;2154;653;8100
180;rgbImage;0,1;ErrorsWithProbability;40;Extended;2854;1892;698;8100
181;rgbImage;1;PercentageOfErrors;10;Extended;253;40;560;8100
182;rgbImage;1;PercentageOfErrors;16;Extended;261;0;550;8100
183;rgbImage;1;PercentageOfErrors;24;Extended;268;1;591;8100
184;rgbImage;1;PercentageOfErrors;32;Extended;279;0;649;8100
185;rgbImage;1;PercentageOfErrors;40;Extended;289;2;668;8100
186;rgbImage;2;PercentageOfErrors;10;Extended;506;280;550;8100
187;rgbImage;2;PercentageOfErrors;16;Extended;522;51;585;8100
188;rgbImage;2;PercentageOfErrors;24;Extended;537;13;583;8100
189;rgbImage;2;PercentageOfErrors;32;Extended;558;6;615;8100
190;rgbImage;2;PercentageOfErrors;40;Extended;578;3;665;8100
191;rgbImage;5;PercentageOfErrors;10;Extended;1267;1133;536;8100
192;rgbImage;5;PercentageOfErrors;16;Extended;1305;1031;577;8100
193;rgbImage;5;PercentageOfErrors;24;Extended;1344;661;638;8100
194;rgbImage;5;PercentageOfErrors;32;Extended;1395;175;642;8100
195;rgbImage;5;PercentageOfErrors;40;Extended;1446;52;667;8100
196;rgbImage;10;PercentageOfErrors;10;Extended;2534;2115;549;8100
197;rgbImage;10;PercentageOfErrors;16;Extended;2611;2079;555;8100
198;rgbImage;10;PercentageOfErrors;24;Extended;2688;2069;604;8100
199;rgbImage;10;PercentageOfErrors;32;Extended;2790;2050;644;8100
200;rgbImage;10;PercentageOfErrors;40;Extended;2892;1723;686;8100
41;rgbImage;5;SingleErrorsForEveryBlock;10;Simple;495;462;74461;8100
48;rgbImage;10;SingleErrorsForEveryBlock;24;Simple;1050;880;57357;8100
42;rgbImage;5;SingleErrorsForEveryBlock;16;Simple;510;462;56837;8100
49;rgbImage;10;SingleErrorsForEveryBlock;32;Simple;1090;889;58507;8100
43;rgbImage;5;SingleErrorsForEveryBlock;24;Simple;525;469;59455;8100
50;rgbImage;10;SingleErrorsForEveryBlock;40;Simple;1130;908;59885;8100
44;rgbImage;5;SingleErrorsForEveryBlock;32;Simple;545;454;61514;8100
51;rgbImage;16;SingleErrorsForEveryBlock;10;Simple;1584;1373;59443;8100
45;rgbImage;5;SingleErrorsForEveryBlock;40;Simple;565;463;61669;8100
52;rgbImage;16;SingleErrorsForEveryBlock;16;Simple;1632;1392;61181;8100
46;rgbImage;10;SingleErrorsForEveryBlock;10;Simple;990;906;60256;8100
53;rgbImage;16;SingleErrorsForEveryBlock;24;Simple;1680;1393;57823;8100
47;rgbImage;10;SingleErrorsForEveryBlock;16;Simple;1020;890;58853;8100
64;rgbImage;1;GroupErrorsForEveryBlock;32;Extended;109;0;734;8100
65;rgbImage;1;GroupErrorsForEveryBlock;40;Extended;113;0;809;8100
66;rgbImage;2;GroupErrorsForEveryBlock;10;Extended;198;1;731;8100
67;rgbImage;2;GroupErrorsForEveryBlock;16;Extended;204;0;782;8100
68;rgbImage;2;GroupErrorsForEveryBlock;24;Extended;210;0;755;8100
69;rgbImage;2;GroupErrorsForEveryBlock;32;Extended;218;0;748;8100
70;rgbImage;2;GroupErrorsForEveryBlock;40;Extended;226;0;866;8100
71;rgbImage;5;GroupErrorsForEveryBlock;10;Extended;495;0;691;8100
72;rgbImage;5;GroupErrorsForEveryBlock;16;Extended;510;0;738;8100
73;rgbImage;5;GroupErrorsForEveryBlock;24;Extended;525;0;842;8100
74;rgbImage;5;GroupErrorsForEveryBlock;32;Extended;545;0;802;8100
75;rgbImage;5;GroupErrorsForEveryBlock;40;Extended;565;0;846;8100
76;rgbImage;10;GroupErrorsForEveryBlock;10;Extended;990;378;669;8100
77;rgbImage;10;GroupErrorsForEveryBlock;16;Extended;1020;394;713;8100
78;rgbImage;10;GroupErrorsForEveryBlock;24;Extended;1050;1;839;8100
79;rgbImage;10;GroupErrorsForEveryBlock;32;Extended;1090;1;876;8100
80;rgbImage;10;GroupErrorsForEveryBlock;40;Extended;1130;1;848;8100
81;rgbImage;16;GroupErrorsForEveryBlock;10;Extended;1584;584;803;8100
82;rgbImage;16;GroupErrorsForEveryBlock;16;Extended;1632;586;681;8100
83;rgbImage;16;GroupErrorsForEveryBlock;24;Extended;1680;612;795;8100
84;rgbImage;16;GroupErrorsForEveryBlock;32;Extended;1744;2;862;8100
85;rgbImage;16;GroupErrorsForEveryBlock;40;Extended;1808;0;891;8100
86;rgbImage;20;GroupErrorsForEveryBlock;10;Extended;1980;725;737;8100
87;rgbImage;20;GroupErrorsForEveryBlock;16;Extended;2040;702;795;8100
88;rgbImage;20;GroupErrorsForEveryBlock;24;Extended;2100;713;895;8100
89;rgbImage;20;GroupErrorsForEveryBlock;32;Extended;2180;735;791;8100
90;rgbImage;20;GroupErrorsForEveryBlock;40;Extended;2260;1;829;8100
91;rgbImage;1;SingleErrorsForEveryBlock;10;Extended;99;2;680;8100
92;rgbImage;1;SingleErrorsForEveryBlock;16;Extended;102;0;694;8100
93;rgbImage;1;SingleErrorsForEveryBlock;24;Extended;105;0;819;8100
94;rgbImage;1;SingleErrorsForEveryBlock;32;Extended;109;2;785;8100
95;rgbImage;1;SingleErrorsForEveryBlock;40;Extended;113;1;879;8100
96;rgbImage;2;SingleErrorsForEveryBlock;10;Extended;198;0;677;8100
97;rgbImage;2;SingleErrorsForEveryBlock;16;Extended;204;0;712;8100
98;rgbImage;2;SingleErrorsForEveryBlock;24;Extended;210;1;757;8100
99;rgbImage;2;SingleErrorsForEveryBlock;32;Extended;218;2;783;8100
100;rgbImage;2;SingleErrorsForEveryBlock;40;Extended;226;0;845;8100
54;rgbImage;16;SingleErrorsForEveryBlock;32;Simple;1744;1396;74779;8100
55;rgbImage;16;SingleErrorsForEveryBlock;40;Simple;1808;1385;48584;8100
56;rgbImage;20;SingleErrorsForEveryBlock;10;Simple;1980;1693;46093;8100
57;rgbImage;20;SingleErrorsForEveryBlock;16;Simple;2040;1667;47500;8100
58;rgbImage;20;SingleErrorsForEveryBlock;24;Simple;2100;1702;48953;8100
59;rgbImage;20;SingleErrorsForEveryBlock;32;Simple;2180;1713;47539;8100
60;rgbImage;20;SingleErrorsForEveryBlock;40;Simple;2260;1697;45817;8100
61;rgbImage;1;GroupErrorsForEveryBlock;10;Extended;99;0;477;8100
62;rgbImage;1;GroupErrorsForEveryBlock;16;Extended;102;2;512;8100
63;rgbImage;1;GroupErrorsForEveryBlock;24;Extended;105;1;514;8100
101;lenaColor;5;SingleErrorsForEveryBlock;10;Extended;495;2;559;8100
102;lenaColor;5;SingleErrorsForEveryBlock;16;Extended;510;6;578;8100
103;lenaColor;5;SingleErrorsForEveryBlock;24;Extended;525;2;604;8100
104;lenaColor;5;SingleErrorsForEveryBlock;32;Extended;545;2;661;8100
105;lenaColor;5;SingleErrorsForEveryBlock;40;Extended;565;2;677;8100
106;lenaColor;10;SingleErrorsForEveryBlock;10;Extended;990;906;554;8100
107;lenaColor;10;SingleErrorsForEveryBlock;16;Extended;1020;867;573;8100
108;lenaColor;10;SingleErrorsForEveryBlock;24;Extended;1050;2;622;8100
109;lenaColor;10;SingleErrorsForEveryBlock;32;Extended;1090;3;681;8100
110;lenaColor;10;SingleErrorsForEveryBlock;40;Extended;1130;2;719;8100
111;lenaColor;16;SingleErrorsForEveryBlock;10;Extended;1584;1370;543;8100
112;lenaColor;16;SingleErrorsForEveryBlock;16;Extended;1632;1387;585;8100
113;lenaColor;16;SingleErrorsForEveryBlock;24;Extended;1680;1376;599;8100
114;lenaColor;16;SingleErrorsForEveryBlock;32;Extended;1744;5;652;8100
115;lenaColor;16;SingleErrorsForEveryBlock;40;Extended;1808;7;744;8100
116;lenaColor;20;SingleErrorsForEveryBlock;10;Extended;1980;1686;546;8100
117;lenaColor;20;SingleErrorsForEveryBlock;16;Extended;2040;1662;580;8100
118;lenaColor;20;SingleErrorsForEveryBlock;24;Extended;2100;1661;612;8100
119;lenaColor;20;SingleErrorsForEveryBlock;32;Extended;2180;1705;644;8100
120;lenaColor;20;SingleErrorsForEveryBlock;40;Extended;2260;4;696;8100
1;lenaColor;1;GroupErrorsForEveryBlock;10;Simple;99;93;66113;8100
121;lenaColor;0,01;ErrorsWithProbability;10;Simple;261;250;56174;8100
2;lenaColor;1;GroupErrorsForEveryBlock;16;Simple;102;96;56973;8100
122;lenaColor;0,01;ErrorsWithProbability;16;Simple;254;223;55985;8100
3;lenaColor;1;GroupErrorsForEveryBlock;24;Simple;105;99;58896;8100
123;lenaColor;0,01;ErrorsWithProbability;24;Simple;280;257;56349;8100
124;lenaColor;0,01;ErrorsWithProbability;32;Simple;254;219;53427;8100
4;lenaColor;1;GroupErrorsForEveryBlock;32;Simple;109;87;54230;8100
125;lenaColor;0,01;ErrorsWithProbability;40;Simple;282;231;52142;8100
5;lenaColor;1;GroupErrorsForEveryBlock;40;Simple;113;88;54310;8100
126;lenaColor;0,02;ErrorsWithProbability;10;Simple;514;482;60719;8100
6;lenaColor;2;GroupErrorsForEveryBlock;10;Simple;198;132;60515;8100
7;lenaColor;2;GroupErrorsForEveryBlock;16;Simple;204;121;59228;8100
127;lenaColor;0,02;ErrorsWithProbability;16;Simple;524;476;62698;8100
8;lenaColor;2;GroupErrorsForEveryBlock;24;Simple;210;126;57538;8100
128;lenaColor;0,02;ErrorsWithProbability;24;Simple;589;532;60388;8100
9;lenaColor;2;GroupErrorsForEveryBlock;32;Simple;218;113;52019;8100
129;lenaColor;0,02;ErrorsWithProbability;32;Simple;556;474;58213;8100
10;lenaColor;2;GroupErrorsForEveryBlock;40;Simple;226;108;48514;8100
130;lenaColor;0,02;ErrorsWithProbability;40;Simple;610;515;58608;8100
11;lenaColor;5;GroupErrorsForEveryBlock;10;Simple;495;228;57938;8100
131;lenaColor;0,05;ErrorsWithProbability;10;Simple;1319;1185;57589;8100
12;lenaColor;5;GroupErrorsForEveryBlock;16;Simple;510;200;55871;8100
132;lenaColor;0,05;ErrorsWithProbability;16;Simple;1317;1164;60670;8100
13;lenaColor;5;GroupErrorsForEveryBlock;24;Simple;525;220;57836;8100
133;lenaColor;0,05;ErrorsWithProbability;24;Simple;1360;1175;59422;8100
14;lenaColor;5;GroupErrorsForEveryBlock;32;Simple;545;207;52748;8100
134;lenaColor;0,05;ErrorsWithProbability;32;Simple;1380;1149;59103;8100
15;lenaColor;5;GroupErrorsForEveryBlock;40;Simple;565;207;49611;8100
135;lenaColor;0,05;ErrorsWithProbability;40;Simple;1448;1158;59346;8100
16;lenaColor;10;GroupErrorsForEveryBlock;10;Simple;990;387;58295;8100
136;lenaColor;0,1;ErrorsWithProbability;10;Simple;2538;2180;59121;8100
17;lenaColor;10;GroupErrorsForEveryBlock;16;Simple;1020;386;59958;8100
137;lenaColor;0,1;ErrorsWithProbability;16;Simple;2686;2253;61478;8100
18;lenaColor;10;GroupErrorsForEveryBlock;24;Simple;1050;379;62573;8100
138;lenaColor;0,1;ErrorsWithProbability;24;Simple;2622;2116;66055;8100
19;lenaColor;10;GroupErrorsForEveryBlock;32;Simple;1090;376;63636;8100
139;lenaColor;0,1;ErrorsWithProbability;32;Simple;2793;2173;61920;8100
20;lenaColor;10;GroupErrorsForEveryBlock;40;Simple;1130;364;56406;8100
140;lenaColor;0,1;ErrorsWithProbability;40;Simple;2865;2181;62740;8100
21;lenaColor;16;GroupErrorsForEveryBlock;10;Simple;1584;583;62181;8100
141;lenaColor;1;PercentageOfErrors;10;Simple;253;230;57197;8100
22;lenaColor;16;GroupErrorsForEveryBlock;16;Simple;1632;580;61514;8100
142;lenaColor;1;PercentageOfErrors;16;Simple;261;243;53446;8100
23;lenaColor;16;GroupErrorsForEveryBlock;24;Simple;1680;589;60342;8100
143;lenaColor;1;PercentageOfErrors;24;Simple;268;233;54122;8100
24;lenaColor;16;GroupErrorsForEveryBlock;32;Simple;1744;594;60594;8100
144;lenaColor;1;PercentageOfErrors;32;Simple;279;225;52339;8100
25;lenaColor;16;GroupErrorsForEveryBlock;40;Simple;1808;588;59561;8100
145;lenaColor;1;PercentageOfErrors;40;Simple;289;237;58183;8100
26;lenaColor;20;GroupErrorsForEveryBlock;10;Simple;1980;715;62333;8100
146;lenaColor;2;PercentageOfErrors;10;Simple;506;474;60186;8100
27;lenaColor;20;GroupErrorsForEveryBlock;16;Simple;2040;713;59738;8100
147;lenaColor;2;PercentageOfErrors;16;Simple;522;462;58458;8100
28;lenaColor;20;GroupErrorsForEveryBlock;24;Simple;2100;709;59244;8100
148;lenaColor;2;PercentageOfErrors;24;Simple;537;470;59664;8100
29;lenaColor;20;GroupErrorsForEveryBlock;32;Simple;2180;732;61984;8100
149;lenaColor;2;PercentageOfErrors;32;Simple;558;478;62266;8100
30;lenaColor;20;GroupErrorsForEveryBlock;40;Simple;2260;686;61858;8100
150;lenaColor;2;PercentageOfErrors;40;Simple;578;463;59256;8100
31;lenaColor;1;SingleErrorsForEveryBlock;10;Simple;99;94;57333;8100
151;lenaColor;5;PercentageOfErrors;10;Simple;1267;1103;58935;8100
32;lenaColor;1;SingleErrorsForEveryBlock;16;Simple;102;96;57844;8100
152;lenaColor;5;PercentageOfErrors;16;Simple;1305;1126;58641;8100
33;lenaColor;1;SingleErrorsForEveryBlock;24;Simple;105;88;51466;8100
153;lenaColor;5;PercentageOfErrors;24;Simple;1344;1128;58506;8100
34;lenaColor;1;SingleErrorsForEveryBlock;32;Simple;109;91;52606;8100
154;lenaColor;5;PercentageOfErrors;32;Simple;1395;1122;63361;8100
35;lenaColor;1;SingleErrorsForEveryBlock;40;Simple;113;84;53698;8100
155;lenaColor;5;PercentageOfErrors;40;Simple;1446;1128;61005;8100
36;lenaColor;2;SingleErrorsForEveryBlock;10;Simple;198;189;59940;8100
156;lenaColor;10;PercentageOfErrors;10;Simple;2534;2099;60047;8100
37;lenaColor;2;SingleErrorsForEveryBlock;16;Simple;204;194;59942;8100
157;lenaColor;10;PercentageOfErrors;16;Simple;2611;2115;56381;8100
38;lenaColor;2;SingleErrorsForEveryBlock;24;Simple;210;184;55947;8100
158;lenaColor;10;PercentageOfErrors;24;Simple;2688;2089;55393;8100
39;lenaColor;2;SingleErrorsForEveryBlock;32;Simple;218;197;55976;8100
159;lenaColor;10;PercentageOfErrors;32;Simple;2790;2068;55335;8100
40;lenaColor;2;SingleErrorsForEveryBlock;40;Simple;226;202;54820;8100
160;lenaColor;10;PercentageOfErrors;40;Simple;2892;2076;55115;8100
161;lenaColor;0,01;ErrorsWithProbability;10;Extended;246;19;559;8100
162;lenaColor;0,01;ErrorsWithProbability;16;Extended;250;1;568;8100
163;lenaColor;0,01;ErrorsWithProbability;24;Extended;255;2;570;8100
164;lenaColor;0,01;ErrorsWithProbability;32;Extended;276;1;622;8100
165;lenaColor;0,01;ErrorsWithProbability;40;Extended;266;3;625;8100
166;lenaColor;0,02;ErrorsWithProbability;10;Extended;503;283;529;8100
167;lenaColor;0,02;ErrorsWithProbability;16;Extended;524;86;584;8100
168;lenaColor;0,02;ErrorsWithProbability;24;Extended;551;4;582;8100
169;lenaColor;0,02;ErrorsWithProbability;32;Extended;540;1;595;8100
170;lenaColor;0,02;ErrorsWithProbability;40;Extended;608;2;650;8100
171;lenaColor;0,05;ErrorsWithProbability;10;Extended;1270;1159;522;8100
172;lenaColor;0,05;ErrorsWithProbability;16;Extended;1377;1182;549;8100
173;lenaColor;0,05;ErrorsWithProbability;24;Extended;1354;696;591;8100
174;lenaColor;0,05;ErrorsWithProbability;32;Extended;1372;313;632;8100
175;lenaColor;0,05;ErrorsWithProbability;40;Extended;1381;44;645;8100
176;lenaColor;0,1;ErrorsWithProbability;10;Extended;2524;2175;562;8100
177;lenaColor;0,1;ErrorsWithProbability;16;Extended;2637;2187;583;8100
178;lenaColor;0,1;ErrorsWithProbability;24;Extended;2737;2182;707;8100
179;lenaColor;0,1;ErrorsWithProbability;32;Extended;2703;2068;718;8100
180;lenaColor;0,1;ErrorsWithProbability;40;Extended;3056;2132;698;8100
181;lenaColor;1;PercentageOfErrors;10;Extended;253;18;560;8100
182;lenaColor;1;PercentageOfErrors;16;Extended;261;0;584;8100
183;lenaColor;1;PercentageOfErrors;24;Extended;268;0;631;8100
184;lenaColor;1;PercentageOfErrors;32;Extended;279;1;665;8100
185;lenaColor;1;PercentageOfErrors;40;Extended;289;2;832;8100
186;lenaColor;2;PercentageOfErrors;10;Extended;506;251;635;8100
187;lenaColor;2;PercentageOfErrors;16;Extended;522;55;665;8100
188;lenaColor;2;PercentageOfErrors;24;Extended;537;2;637;8100
189;lenaColor;2;PercentageOfErrors;32;Extended;558;5;672;8100
190;lenaColor;2;PercentageOfErrors;40;Extended;578;1;757;8100
191;lenaColor;5;PercentageOfErrors;10;Extended;1267;1117;584;8100
192;lenaColor;5;PercentageOfErrors;16;Extended;1305;1032;617;8100
